participant,free_texts,feedback,food_amount,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_shape,training_color,testing_categories,conditionOrder,training_image_order,attention_check,shape_discrete_slider.response,color_discrete_slider.response,tail_discrete_slider.response,shape_direction_slider.response,color_direction_slider.response,tail_direction_slider.response,shape_continuous_slider.response,color_continuous_slider.response,tail_continuous_slider.response
013,"['It is in the process of growing and has a big appetite', 'It is able to get more energy from food than some other sub species', 'Blue ones seem to eat about this much so far', 'Yellow ones may need less food/energy at a time to thrive as opposed to other variants\xa0', 'Blue sperks regardless of shape tend to eat larger meals', 'It might be a slightly older one than previous blue ones shown and therefore need less to grow', 'This yellow sperk might be a baby or otherwise very young and with a larger appetite', 'This sperk is experiencing less active growth and using less fuel\xa0', 'This one is at a stage of growth in which it needs only a moderate amount of food', 'This sperk could potentially be on the younger side and eating more to replace energy', 'This is an older blue sperk who uses less energy day to day\xa0', 'Yellow sperks with tails maybe a sub species which naturally eats a bit less than others', 'This sperk is growing and is using up a lot of energy which needs to be replaced', 'This is an especially old sperk with a much smaller appetite', 'This one may be especially young, possibly a baby, and need to keep up with feeding on a schedule', 'This sperk only needs a moderate amount of food to maintain their daily activity', 'Blue sperks without tails might be more likely to use less energy and possibly the lack of tail reflects similar age', 'This sperk has a relatively longer body type and may need more food due to larger size\xa0', 'This sperk is likely to be younger and more prone to spending a lot of energy running around', 'This sperk might be younger and more active than some others, possibly shown by it having a tail as well', 'This sperk is an adolescent and transitioning from a high appetite to a more moderate one', 'This sperk is grown already and does not spend as much energy through the day\xa0', 'This sperk has a tail and is likely to still be very young and growing', 'This sperk is fully grown and maybe even elderly']",[],"[6.0, 2.0, 6.0, 3.0, 6.0, 5.0, 6.0, 4.0, 4.0, 6.0, 3.0, 3.0, 5.0, 2.0, 9.0, 4.0, 3.0, 5.0, 8.0, 7.0, 5.0, 4.0, 6.0, 3.0, 6.0]",990.028,"['T_B_C', 'N_B_C', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_B_S', 'N_Y_C', 'T_Y_S']","[7.0, 3.0, 3.0, 7.0, 5.0, 6.0, 5.0, 5.0]","['low', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'low', 'low']","['N', 'T', 'T', 'T', 'T', 'N', 'N', 'N', 'T', 'N', 'N', 'T', 'T', 'N', 'T', 'N', 'N', 'N', 'T', 'T', 'T', 'N', 'T', 'N', 'N']","['C', 'C', 'S', 'S', 'C', 'S', 'S', 'C', 'C', 'S', 'C', 'S', 'C', 'C', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C']","['B', 'Y', 'B', 'Y', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'B', 'Y', 'B', 'Y', 'B', 'B', 'B', 'Y', 'B', 'Y', 'B', 'Y', 'Y', 'B', 'B']","['medium', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'high']",13,"['N_B_C', 'T_Y_C', 'T_B_S', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_Y_C', 'T_B_S', 'N_B_S', 'N_B_S', 'N_Y_S', 'T_B_S', 'T_Y_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'N_B_C', 'N_B_C']",1,No,No,Yes,,,Having a tail,,,6.0
006,"['Because it was hungry', ""That's what he wanted"", 'For sustenance', 'Because', 'Circular', 'Tailed', 'Tailed', 'Tailed and circular', 'Blue', 'Tailed', 'Circular', 'Tailed', 'Not tailed', 'Because', 'Tailed', 'Tailed & circular', 'Tailed and blue', 'Tailed and blue', 'Tailed and yellow', 'Tailed and yellow', 'Not tailed', 'Not tailed & square', 'Not tailed & square', 'Not tailed and circular']",['I thought this was challenging and interesting'],"[6.0, 4.0, 1.0, 6.0, 2.0, 7.0, 5.0, 3.0, 3.0, 5.0, 4.0, 9.0, 4.0, 5.0, 8.0, 4.0, 7.0, 7.0, 5.0, 5.0, 4.0, 6.0, 8.0, 4.0, 6.0]",189.4255,"['N_Y_S', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_B_S', 'N_B_C', 'N_Y_C', 'T_Y_S']","[3.0, 5.0, 7.0, 9.0, 7.0, 6.0, 4.0, 4.0]","['medium', 'low', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'medium', 'low', 'medium']","['N', 'N', 'N', 'T', 'N', 'T', 'T', 'T', 'N', 'T', 'N', 'T', 'N', 'N', 'T', 'T', 'T', 'T', 'T', 'T', 'N', 'N', 'N', 'N', 'N']","['S', 'C', 'S', 'S', 'C', 'C', 'S', 'C', 'S', 'C', 'C', 'S', 'C', 'S', 'S', 'C', 'C', 'S', 'S', 'C', 'C', 'S', 'S', 'C', 'S']","['B', 'B', 'Y', 'Y', 'Y', 'B', 'B', 'Y', 'B', 'B', 'Y', 'Y', 'B', 'Y', 'B', 'Y', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'B', 'B', 'B']","['medium', 'medium', 'high', 'medium', 'medium', 'low', 'low', 'high']",6,"['N_B_S', 'N_B_C', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'T_B_C', 'T_B_S', 'T_Y_C', 'N_B_S', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_B_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_Y_S', 'N_B_S', 'N_B_C', 'N_B_S']",1,Yes,No,Yes,,,,3.0,,6.0
014,"['A blue rectangular sperk will eat 5 peppers', 'A blue sperk will eat 5 peppers', 'A yellow sperk will eat 6 peppers', 'Some blue rectangular sperks will eat 9 peppers', 'An oval shaped sperk with nontail will eat 4bpeppers', 'A yellow rectangular sperk with no tail will eat 3 peppers', 'A yellow oval sperk will eat 5 peppers', 'A bluevoval sperk with no tail will only eat 2 peppers\xa0', 'Avyellow soerk with a tail will eat 5 peppers', 'A yellow sperk with a tail can eat 5 peppers\xa0', 'A blue sperk with no tail can eat 5 peppers\xa0', 'A blue sperk with a tail can eat 8 peppers', 'A yellow sperk will only eat 5 peppers', 'A blue sperk with a tail can eat 5 peppers', 'A yellow sperk with no tsil can only eat 4 peppers', 'A sperk with no tail can only eat 4 peppers\xa0', 'A small blue sperk with a tail can only eat 2 peppers\xa0', 'A large blue rectangular sperk wikl eat 7', 'A large yellow rectangular sperk with a tail only eats\xa0 4 peppers\xa0', 'A yellow sperk with a tail only will eat 4 peppers', 'A small yellow tailless sperk only eat 1 pepper', 'A largevyellow sperk will eatv6 peppers\xa0', 'Tailless sperks are young so eat less']",[],"[4.0, 5.0, 5.0, 6.0, 9.0, 4.0, 3.0, 5.0, 2.0, 5.0, 5.0, 5.0, 8.0, 5.0, 6.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 1.0, 6.0, 2.0, 4.0]",1390.7015,"['T_Y_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'N_Y_S', 'N_B_C', 'T_Y_C', 'T_B_S']","[8.0, 2.0, 2.0, 6.0, 4.0, 6.0, 7.0, 8.0]","['low', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'low', 'low']","['N', 'N', 'T', 'T', 'T', 'N', 'N', 'T', 'N', 'T', 'T', 'N', 'T', 'N', 'T', 'N', 'N', 'T', 'T', 'T', 'T', 'N', 'N', 'N', 'N']","['C', 'S', 'C', 'S', 'S', 'C', 'S', 'C', 'C', 'C', 'S', 'S', 'S', 'S', 'C', 'C', 'S', 'C', 'S', 'S', 'C', 'C', 'S', 'C', 'C']","['Y', 'B', 'B', 'Y', 'B', 'B', 'Y', 'Y', 'B', 'Y', 'Y', 'B', 'B', 'Y', 'B', 'Y', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'B', 'Y']","['high', 'low', 'medium', 'medium', 'medium', 'low', 'medium', 'high']",14,"['N_Y_C', 'N_B_S', 'T_B_C', 'T_Y_S', 'T_B_S', 'N_B_C', 'N_Y_S', 'T_Y_C', 'N_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_Y_S', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_B_C', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_Y_S', 'N_B_C', 'N_Y_C']",1,Yes,Yes,Yes,Square,Blue,Having a tail,5.0,5.0,
016,"['body shape', 'body shape and tail', 'color and no tail', 'body shape', 'color', 'no tail', 'color, body shape, tail', 'body shape', 'body shape, no tail', 'body shape, no tail', 'color', 'color and tail', 'body shape and color', 'body shape, color, and tail', 'body shape, color, tail', 'body shape, color, no tail', 'yellow and has a tail', 'yellow, circle, no tail', 'its yellow and is rectangular', 'I am not sure.', 'it is yellow, rectangular, and has a tail.', 'its needs are less because its blue and circular without a tail', 'it has a tail so needs more food', 'its rectangular and has a tail so needs more food?']","['Interesting experiment, it would be nice to know the ""answer"".']","[6.0, 5.0, 5.0, 3.0, 4.0, 5.0, 7.0, 2.0, 4.0, 4.0, 4.0, 5.0, 4.0, 8.0, 10.0, 3.0, 6.0, 4.0, 6.0, 6.0, 8.0, 3.0, 6.0, 8.0, 6.0]",304.0345,"['T_B_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'N_Y_C', 'T_B_C', 'N_B_S', 'T_Y_S']","[7.0, 6.0, 4.0, 7.0, 6.0, 7.0, 6.0, 8.0]","['medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high', 'medium']","['N', 'T', 'N', 'T', 'T', 'N', 'T', 'N', 'N', 'N', 'N', 'T', 'T', 'T', 'T', 'N', 'T', 'N', 'N', 'N', 'T', 'N', 'T', 'T', 'N']","['S', 'S', 'S', 'C', 'C', 'C', 'S', 'C', 'S', 'C', 'S', 'C', 'C', 'S', 'S', 'C', 'C', 'C', 'S', 'S', 'S', 'C', 'C', 'S', 'S']","['Y', 'Y', 'B', 'Y', 'B', 'Y', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'B', 'B', 'Y', 'B', 'Y', 'Y', 'Y', 'B', 'Y', 'B', 'B', 'B', 'Y']","['high', 'medium', 'low', 'medium', 'low', 'medium', 'medium', 'high']",16,"['N_Y_S', 'T_Y_S', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_Y_C', 'T_B_S', 'N_B_C', 'N_B_S', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_B_S', 'N_Y_S']",1,Yes,Yes,Yes,Square,Yellow,Having a tail,4.0,2.0,6.0
015,"[""His eyes are red and he's big."", 'He is round and yellow', 'He is round and blue', ""He's blue and square.\xa0"", ""He's square with a tail"", 'round no tail', 'round no tail', 'square no tail and yellow', 'yellow, square, no tail', 'blue, round, tail', 'round no tail', 'round, no tail, yellow', 'blue, square, tail', 'yellow square tail', 'blue square no tail', 'yellow round tail', 'yellow, square, no tail', 'blue, square, tail', 'yellow, round, tail', 'yellow, round, no tail', 'blue, round, tail', 'yellow, square, tail, off day', 'blue, round, no tail, off day', 'blue, square, no tail']","[""Taking notes would've helped, but I didn't think I could.\xa0""]","[4.0, 3.0, 4.0, 7.0, 8.0, 1.0, 3.0, 4.0, 5.0, 6.0, 3.0, 2.0, 8.0, 4.0, 6.0, 5.0, 4.0, 8.0, 5.0, 4.0, 6.0, 4.0, 3.0, 4.0, 4.0]",530.2262,"['N_Y_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'T_B_S']","[3.0, 4.0, 6.0, 6.0, 6.0, 4.0, 4.0, 8.0]","['medium', 'medium', 'medium', 'high', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'low', 'low', 'high', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'medium']","['N', 'T', 'T', 'T', 'T', 'N', 'N', 'N', 'N', 'T', 'N', 'N', 'T', 'T', 'N', 'T', 'N', 'T', 'T', 'N', 'T', 'T', 'N', 'N', 'N']","['S', 'C', 'C', 'S', 'S', 'C', 'C', 'S', 'S', 'C', 'C', 'C', 'S', 'S', 'S', 'C', 'S', 'S', 'C', 'C', 'C', 'S', 'C', 'S', 'S']","['B', 'Y', 'B', 'B', 'Y', 'Y', 'B', 'Y', 'Y', 'B', 'B', 'Y', 'B', 'Y', 'B', 'Y', 'Y', 'B', 'Y', 'Y', 'B', 'Y', 'B', 'B', 'B']","['low', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'high']",15,"['N_B_S', 'T_Y_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'N_Y_S', 'N_Y_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'T_B_C', 'T_Y_S', 'N_B_C', 'N_B_S', 'N_B_S']",1,Yes,Yes,Yes,Square,Blue,Having a tail,3.0,2.0,2.0
017,"['The food was too spicy and it didnt like it\xa0', 'it was not as hungry from eating more yesterday\xa0', 'the sperk was very hungry from not easting as much and it did alot of activity today\xa0', '5 was just the right amount of food for the sperk today. it was full', 'the sperk was not feeling good and thats all it could really eat\xa0', 'the sperk was hungry from a lot of running around and playing\xa0\xa0', 'thats how much it usually eats a day\xa0', 'the sperks with round bellys dont eat as much as the ones with rectangular bellies', 'the round belly was full as thats what they ussually eat on a day\xa0', '4 is what it normally eat in a given day it was full', 'sperks with tails usually eat a little bit more than ones without tails. so thats it usual amount\xa0', 'rectangular sperks eat a lot more that the other sperks with round bellies. again it was full with 6\xa0', 'rectangular sperk with a tail eats more than most sperks.\xa0', 'blue sperks usually eat 4 food a day on average it seems\xa0', 'its a blue sperk so it just at 4 food and was full. belly and tails dont seem to matter much with them\xa0', 'maybe i was wrong about blue but its a rectangular and has a tail and they seem to eat more.\xa0', 'round belly without a tail eats less', 'tail and rectangular body plus maybe the blue sperks eat less than the yellow\xa0', 'the yellow sperks seem to be eating a little more that the blue ones and with a tail they eat even more', 'seems about right yellow without\xa0 a tail seems about the right amount of food', 'rectangular with a tail this seems to be what they eat is around 6 a day\xa0', 'blue eats about 4 and then add on the tail so maybe thats why they are eating 6 today\xa0', 'rectangular almost always eats more than round belly so thats why its eating 5 and its blue without a tail.\xa0', 'seems low for a rectangulat sperk to me. its yellow they seem to eat more. i dont know why it ate less today unless its the no tail\xa0']",[],"[4.0, 3.0, 7.0, 5.0, 1.0, 8.0, 4.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 4.0, 4.0, 8.0, 2.0, 6.0, 6.0, 4.0, 6.0, 6.0, 5.0, 3.0, 4.0]",752.3458,"['N_B_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_C', 'N_Y_C', 'T_B_S', 'N_B_S']","[4.0, 5.0, 6.0, 8.0, 5.0, 4.0, 6.0, 4.0]","['medium', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'high', 'low', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'medium']","['N', 'N', 'T', 'T', 'N', 'T', 'T', 'N', 'N', 'N', 'T', 'N', 'T', 'N', 'T', 'T', 'N', 'T', 'T', 'N', 'T', 'T', 'N', 'N', 'N']","['S', 'C', 'S', 'C', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'S', 'C', 'S', 'C', 'S', 'C', 'C', 'S', 'C', 'S', 'S', 'S']","['B', 'B', 'B', 'Y', 'Y', 'Y', 'B', 'Y', 'B', 'Y', 'Y', 'Y', 'Y', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'B', 'B', 'Y', 'B']","['low', 'medium', 'medium', 'high', 'medium', 'low', 'high', 'medium']",17,"['N_B_S', 'N_B_C', 'T_B_S', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_C', 'N_Y_C', 'N_B_C', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'N_B_S', 'T_B_C', 'T_B_S', 'N_B_C', 'T_B_S', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_Y_S', 'N_B_S']",0,Yes,Yes,Yes,Square,Yellow,Having a tail,6.0,2.0,5.0
012,"['That was all it was given', 'Because it was hungrier', 'Because it is yellow', ""It wasn't as hungry\xa0"", 'Because it is yellow with a square and round features', 'Because it is blue circles only', 'Because it is blue and is square and round', 'Because it is yellow and both round body parts', 'Because it is yellow and square and round body parts and thats all it eats', 'Blue round body parts', 'Yellow round body parts', 'Blue square and round body', 'Blue square and round body ate more', 'Yellow square and round body part ate more', 'Yellow circles ate less', 'Blue circles ate less', 'Blue square and circle ate less', 'Yellow square and yellow circle ate alot less', 'Yellow square and circle ate more', 'Two circles eat less', 'blue square and circle ate a lot more', 'Blue circles was really hungry', 'Yellow circles got a lot less', 'Because the square circle sperk ate a lot']",[],"[2.0, 4.0, 5.0, 4.0, 7.0, 6.0, 2.0, 7.0, 6.0, 6.0, 6.0, 7.0, 8.0, 9.0, 5.0, 4.0, 6.0, 3.0, 6.0, 4.0, 9.0, 8.0, 1.0, 3.0, 2.0]",751.4138,"['T_B_S', 'N_B_S', 'N_B_C', 'N_Y_S', 'N_Y_C', 'T_B_C', 'T_Y_C', 'T_Y_S']","[7.0, 8.0, 3.0, 3.0, 4.0, 6.0, 7.0, 8.0]","['low', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'medium', 'medium', 'high', 'medium', 'high', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'low', 'low']","['N', 'T', 'N', 'N', 'T', 'T', 'N', 'T', 'N', 'T', 'T', 'T', 'N', 'T', 'N', 'N', 'N', 'N', 'T', 'T', 'T', 'T', 'N', 'N', 'N']","['C', 'S', 'S', 'C', 'S', 'C', 'S', 'C', 'S', 'C', 'C', 'S', 'S', 'S', 'C', 'C', 'S', 'S', 'S', 'C', 'S', 'C', 'C', 'C', 'C']","['B', 'B', 'Y', 'Y', 'Y', 'B', 'B', 'Y', 'Y', 'B', 'Y', 'B', 'B', 'Y', 'Y', 'B', 'B', 'Y', 'Y', 'Y', 'B', 'B', 'Y', 'B', 'B']","['high', 'medium', 'low', 'medium', 'low', 'medium', 'medium', 'high']",12,"['N_B_C', 'T_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_C', 'T_Y_C', 'T_B_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_Y_C', 'N_B_C', 'N_B_C']",1,Yes,No,Yes,,,,5.0,,6.0
011,"['It needs this much to maintain weight and performance\xa0', 'It needs this much to maintain weight and performance\xa0', '3. It is efficient in energy expenditure\xa0', 'It is needed to maintain and survive', 'It spends a lot of energy\xa0', 'It uses a lot of energy and has high metabolism\xa0', 'It is very efficient in energy expenditure\xa0', 'Very active', 'Maintains', 'Slightly higher energy expenditure\xa0', 'Metabolism too high', 'Efficient energy expenditure\xa0', 'Slightly higher requirements\xa0', 'Maintains', 'Efficient energy expenditure\xa0', 'Metabolism too high', 'Maintains', 'Maintains energy', 'Slightly higher requirements\xa0', 'Efficient\xa0', 'Efficient energy expenditure\xa0', 'Slightly higher requirements\xa0', 'Efficient energy\xa0', 'Slightly higher requirements\xa0']",['It was difficult to see patterns'],"[6.0, 7.0, 3.0, 4.0, 6.0, 6.0, 2.0, 8.0, 3.0, 4.0, 9.0, 2.0, 6.0, 4.0, 3.0, 10.0, 5.0, 5.0, 5.0, 3.0, 2.0, 6.0, 2.0, 6.0, 6.0]",523.4764,"['N_B_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'N_B_S', 'T_Y_S']","[5.0, 7.0, 8.0, 5.0, 5.0, 3.0, 10.0, 5.0]","['medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'high', 'medium']","['T', 'T', 'N', 'N', 'T', 'N', 'N', 'T', 'N', 'N', 'T', 'N', 'T', 'N', 'T', 'T', 'T', 'N', 'N', 'N', 'T', 'T', 'N', 'T', 'T']","['C', 'S', 'C', 'S', 'C', 'S', 'C', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'S', 'S', 'C', 'S', 'C', 'C', 'S', 'C']","['B', 'B', 'Y', 'Y', 'Y', 'B', 'B', 'Y', 'B', 'Y', 'Y', 'B', 'B', 'Y', 'Y', 'B', 'Y', 'B', 'Y', 'B', 'Y', 'B', 'Y', 'B', 'B']","['low', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'high']",11,"['T_B_C', 'T_B_S', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'N_B_S', 'N_B_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_Y_C', 'T_B_S', 'T_Y_C', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_Y_C', 'T_B_S', 'T_B_C']",1,Yes,No,Yes,,,,4.0,,4.0
