participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim,irrelevant_dim,feet_high,color_low,color_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response
016,"['Vibrant Skin Color, looks healthy', 'Color that blends in with the environment', 'Color that blends in with the environment', 'Color that stands out from the environment', 'Color that blends in, pointier toes', 'Has rounder toes yet still blends in, average score', 'round toes + color that sticks out from environment', 'pointy toes yet stands out of environment = average score', 'stands out of environment + rounder toes', 'Must be an outlier, should receive less than average score, nothing special/different about this one', 'pointed toes yet still stands out, average score', 'it seems as if the color green is slowly indicating a more successful fertility rate', 'color that stands out', 'green has now a better fertility rate yet still lower than red on average it appears', 'rounded toes + color that stands out = high score', 'green now seems viable + rounded toes = almost perfect score']",[],"[8.0, 3.0, 2.0, 8.0, 2.0, 5.0, 8.0, 5.0, 9.0, 6.0, 5.0, 7.0, 8.0, 6.0, 10.0, 9.0]",467.2498,"['G_F', 'Y_F', 'Y_C', 'G_C']","[6.0, 10.0, 7.0, 4.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['low', 'high', 'high', 'low']",16,"['Y_C', 'G_F', 'G_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F']",1,color,feet,F,G,Y,C,Yes, Round,6.0,Yes, Red,5.0
014,"['it is a bright color', 'it seems smaller', 'it is larger', 'it is smaller', 'it is smaller', 'it is smaller', 'it is bright', 'it has round toes', 'it has round toes', 'it has bright color', 'it has pointy toes and bright color', 'it is green and pointy toes', 'it has pointy toes and green', 'it has round toes and is green', 'it is red', 'round toes and red']",['none'],"[6.0, 5.0, 7.0, 4.0, 1.0, 4.0, 8.0, 4.0, 2.0, 6.0, 3.0, 8.0, 9.0, 10.0, 5.0, 1.0]",168.407,"['Y_F', 'Y_C', 'G_C', 'G_F']","[1.0, 3.0, 9.0, 7.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['low', 'low', 'high', 'high']",14,"['Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_F', 'Y_C', 'G_C', 'G_C', 'G_F', 'Y_C', 'Y_F']",1,color,feet,C,Y,G,F,Yes,Curly/Pointy,6.0,Yes,Green,5.0
008,"['It produced enough offspring to score a 6', 'It produced a higher number of offspring', 'It produced an average amount of offspring', 'it produced an average amount of offspring', 'it produced a high amount of offspring', 'it produced a high amount of offspring', 'it produced a relatively low amount of offspring', 'it produced a high amount of offspring', 'it produced a little less than average of offspring', 'it produced a very low amount of offspring', 'it produced a little more than average', 'it produced a high amount', 'it produced a very high amount of offspring', 'it produced a very low amount', 'it produced a low amount', 'it produced an average amount of offspring']",[],"[6.0, 7.0, 5.0, 5.0, 8.0, 8.0, 3.0, 8.0, 4.0, 1.0, 6.0, 7.0, 9.0, 1.0, 2.0, 5.0]",276.7189,"['G_F', 'Y_F', 'Y_C', 'G_C']","[6.0, 5.0, 4.0, 7.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y']","['low', 'high', 'high', 'low']",8,"['G_F', 'Y_C', 'Y_F', 'G_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_F', 'G_C', 'Y_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F']",1,color,feet,C,G,Y,F,No,,,Yes,Green,3.0
002,"['because it laid 7 eggs that survived', 'the reptile only laid one egg that survived', 'the green reptile laid 10 eggs and they all survived', 'the red reptile had only 1 egg that survived', 'the green reptile laid 9 eggs that survived', 'the green reptile laid 10 eggs and they all survived', 'the red reptile laid only 2 eggs that survived', 'the red reptile laid only 3 eggs that survived', 'the red reptile laid only 2 eggs that survived', 'the red reptile laid 6 eggs that survived', 'the green reptile laid only 4 eggs that survived', 'the green reptile laid 7 eggs that survived', 'the red laid 2 eggs and they both survived', 'the green laid 10 eggs; they all survived', 'the red laid 6 eggs; they all survived', 'the green laid 8 eggs which survived']","['you might have the option to see previous reptiles (without being able to change answers), perhaps in a set of smaller tiles vertically next to the current selection']","[7.0, 1.0, 10.0, 1.0, 9.0, 10.0, 2.0, 3.0, 2.0, 6.0, 4.0, 7.0, 2.0, 10.0, 6.0, 8.0]",829.6297,"['Y_C', 'G_C', 'G_F', 'Y_F']","[3.0, 8.0, 8.0, 3.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G']","['low', 'high', 'high', 'low']",2,"['G_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'Y_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'G_C', 'Y_F', 'G_F']",1,color,feet,F,Y,G,C,No,,,Yes,Green,6.0
009,"['It is plain', 'It is red', 'It is green and spotty', 'It is red and has rounded toes', 'It has sharp toes', 'It has rounded toes', 'Rounded toes', 'Sharp toes', 'Sharp toes', 'Sharp toes', 'Rounded toes', 'Rounded toes', 'Rounded toes', 'Sharp toes', 'Sharp toes', 'Rounded toes']",[],"[1.0, 3.0, 8.0, 2.0, 8.0, 2.0, 4.0, 6.0, 7.0, 9.0, 5.0, 5.0, 4.0, 5.0, 9.0, 6.0]",188.5041,"['G_F', 'Y_C', 'Y_F', 'G_C']","[3.0, 9.0, 5.0, 8.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'high', 'low', 'high']",9,"['G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F']",1,feet,color,C,Y,G,F,Yes,Curly/Pointy,5.0,No,,
018,"['Seems like a median number so with no other info this is a probablistically reliable place to start', 'Maybe something about skin color indicates maturity / age to be fertile', 'Seems slightly larger and happier, skin is little different', 'might be a different point in fertility season', 'toes seems less claw like is that some indicator?', 'toes have different coloring', 'dots on tail too?', 'red must be something here', 'no noticeable difference must seasonal variability', 'red = not ripe (oddly. enough)', 'green seems to be the clue', ""red reptiles aren't fertile yet"", 'hmm maybe the stripe over the rear leg?', 'other than red no idea', 'green happy not sure what else', 'that strip on the back leg is no longer there but a scale is now there...mabye? eyes also seem differently sized']",['lots of second guessing myself but this was entertaining. good luck with your project'],"[5.0, 2.0, 5.0, 4.0, 7.0, 4.0, 7.0, 1.0, 6.0, 1.0, 7.0, 2.0, 6.0, 1.0, 7.0, 9.0]",370.088,"['G_F', 'Y_C', 'Y_F', 'G_C']","[7.0, 4.0, 1.0, 9.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G']","['high', 'low', 'low', 'high']",18,"['G_F', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_F', 'Y_C', 'G_F', 'G_C']",1,color,feet,F,Y,G,C,No,,,Yes,Green,5.0
010,"['This reptile has a relatively small abdomen and this may impact fertility causing the low score of 2.', 'This reptile is green, potentially making it easier for the offspring to survive into maturity since they blend in better with surrounding foliage.', 'This reptile is bright red, and if her offspring are also bright red then they would be easier targets for predation since they are not camouflaged.', 'This reptile is green and slightly yellow on the bottom half of its face. That might explain the moderate fertility rating of 6, as the majority of the offspring’s bodies will probably be green which offers good camouflage, but less effective than a fully green reptile.', 'This reptile is also green and yellow and has the best fertility. The body type looks the same as the other reptiles. Perhaps this reptile just had an especially abundant season.', 'This reptile is red, which offers poor camouflage, but this reptile appears to have sharper claws which could account for the relatively high fertility score compared to other red reptiles.', 'This reptile is red with less sharp claws which could account for its relatively low fertility score.\xa0', 'This reptile is green and yellow with sharp claws, which could contribute to its high fertility rating.', 'This reptile is red, so these reptiles have lower fertility scores on average but also had sharp claws which have made the fertility higher than many other red reptiles.', 'This reptile is green and yellow but lacks sharp claws which may be the reason that it only has a moderate fertility score for green reptiles.', 'This reptile is red and also does not have sharp claws, so it is both poorly camouflaged and lacking claws to help with hunting and defense.', 'This reptile is green and has sharp claws, both of which seem to indicate a higher chance of a high fertility score.', 'This reptile is red but has sharp claws, so while it is poorly camouflaged it has the claws it needs for hunting and defense.', 'This reptile is red and does not have sharp claws, which goes against previously noted trends. This reptile may have just had a particularly good season.', 'This reptile has sharp claws and green skin so it is the best adapted to its environment in terms of survival and survival of offspring.', 'This reptile has green skin, which correlates with higher fertility, but is lacking sharp claws which may have slightly lowered its overall fertility score.']",['This was an interesting experiment.\xa0'],"[2.0, 9.0, 1.0, 6.0, 10.0, 4.0, 3.0, 8.0, 3.0, 6.0, 1.0, 9.0, 5.0, 5.0, 10.0, 7.0]",1107.342,"['Y_C', 'G_F', 'G_C', 'Y_F']","[3.0, 7.0, 10.0, 1.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['low', 'high', 'high', 'low']",10,"['Y_F', 'G_C', 'Y_C', 'G_F', 'G_F', 'Y_C', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_C', 'G_F']",1,color,feet,C,Y,G,F,Yes,Curly/Pointy,5.0,Yes,Green,5.0
001,"[""I think this reptile only received a fertility score of 4 because it's a reptile with very simple and basic features of a reptile with no strong characteristics."", 'I think this reptile received a 10 fertility score because the features of its feet is largely a big factor of a characteristic of a reptile.', 'I think the fertility score of 7 is due to the color of the reptile. While it has strong features of a reptile through the shape of its toes, the color variation affects its fertility.', ""I think the fertility score of 3 is due to the color variation and shape of its toes. I think both characteristics are a hybrid mix that isn't a true reptile so it received a lower fertility score."", 'I think the fertility score of 3 is due to the color and shape of its toes. The previous score was 4 but there could be variations where it lies between 3-4.', 'I think the fertility score of 5 is due to the color variation and shape of the toes of the reptile. I think the color variation is more complex which contributes to a higher score vs a simple red variation.', 'I think the reptile received a 5 fertility score because even though it has strong features for its toes, the complex color variation affects it in comparison to its green color.', 'I think the 5 fertility score is due to a variation based on the patterns/color of the reptile. Even though it has the strong toe features and green color, the pattern on the lizard is a variation that affects the fertility.', 'I think the low 1 fertility score is due to a variation of its genes that causes it to not have high fertility.', 'I think the 5 fertility indicates that it has some strong toe features of a reptile, the color variation plays a part in not having a higher fertility score.', 'The reptile only received a 3 because of the red color variation and not strong toe features which affects its score negatively.', 'This reptile has a score of 8 because its physical features is on the higher side of fertility from the shape of its toes and green color.', ""This reptile only received a 5 fertility score because while it is green, the toe features isn't strong which leads it to have a middle ground score."", ""This reptile only received a 1 fertility score because it is a red color variation with not strong toe features which are both genes that don't have high fertility rate."", 'I think the high fertility score of 8 is due to the strong toe features of the reptile that indicates high fertility despite it being a red color variant.', 'I think the 9 fertility score is because this reptile is most likely a pure reptile breed that has high fertility rate due to its green color and strong toe features.']",[],"[4.0, 10.0, 7.0, 3.0, 3.0, 5.0, 5.0, 5.0, 1.0, 5.0, 3.0, 8.0, 5.0, 1.0, 8.0, 9.0]",1297.9826,"['Y_F', 'G_C', 'G_F', 'Y_C']","[3.0, 9.0, 4.0, 5.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['G', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G']","['low', 'high', 'low', 'high']",1,"['G_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,feet,color,C,Y,G,F,Yes,Curly/Pointy,6.0,Yes,Green,6.0
019,"['The eyes are large which indicates it is too young.', 'Its red skin makes it fertile.', 'The red skin led to its higher fertility rating.', 'The green skin resulted in lower fertility.', 'Green skin with yellowish spots leads to a mid-range fertility rating.', 'Red spotted skin results in a very high fertility rating.', 'The body relying more on the front legs signifies lower fertility rating.', 'Green spotted skin results in a mid-range fertility score.', 'Pointed claws results in a lower fertility score.', 'Spotted green skin and rounded toes results in a mid-range score.', 'Red spotted skin and rounded toes results in a higher score.', 'Green skin and pointed toes points to a lower score.', 'Rounded toes in addition to the red skin points to high scores.', 'Rounded toes points to a higher score.', 'Pointed toes with green skin points to a low score.', 'Pointed toes are something I associate with low scores.']",[],"[3.0, 6.0, 6.0, 3.0, 5.0, 10.0, 1.0, 6.0, 3.0, 5.0, 9.0, 1.0, 8.0, 7.0, 1.0, 3.0]",429.4338,"['Y_F', 'G_F', 'Y_C', 'G_C']","[9.0, 7.0, 3.0, 2.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y']","['high', 'high', 'low', 'low']",19,"['G_C', 'Y_C', 'Y_F', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'G_F', 'G_C', 'Y_C']",1,feet,color,F,G,Y,C,Yes, Round,6.0,Yes, Red,5.0
013,"['This is a pretty low score. Maybe the population of potential mates is low.', 'This is high. Maybe red helps the reptile blend in during mating season.', ""This time the score has more than doubled for this reptile. Maybe it wasn't at peak reproductive age yet."", 'This score has decreased. Maybe it was a rainy season and that affected fertility.', ""This is close to the last average. The red one has had better fertility than the green so I would guess it's better suited for that environment."", ""This is low again so I'm guessing this color variation is not as suited for their environment."", 'This one is the lowest red has had. Maybe it was just a bad year.', 'This is the lowest score possible. I still think this color variation is not suited for the environment.', 'This is high but still within the average for this color. I think red breeds well.\xa0', ""This is low as expected. Green isn't doing well here."", 'This is an average fertility rate. Still good.', ""This is the highest fertility rate and the only high one green has had. Maybe this same year red didn't have a high fertility rate and this one had a better chance.\xa0"", 'This is back to average. Red is just holding strong.', 'I think outside variables were at play again. Maybe the environment returned to something more normal.', 'This is high but still good. Normal environment for red.', 'This is high again so I think another species is struggling for green to be doing so well.']",[],"[3.0, 8.0, 7.0, 5.0, 6.0, 3.0, 3.0, 1.0, 7.0, 1.0, 5.0, 10.0, 5.0, 1.0, 8.0, 8.0]",539.3681,"['G_F', 'Y_F', 'Y_C', 'G_C']","[3.0, 7.0, 9.0, 2.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['low', 'low', 'high', 'high']",13,"['G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C']",1,feet,color,C,G,Y,F,No,,,Yes, Red,6.0
020,"['The fertility score is above average because the reptile has a big smile and big eyes.\xa0', 'I think this reptile has a high fertility score because it is redder in color.\xa0', 'I think the fertility score is low because it is more green than red.\xa0', 'This reptile has a high fertility score because it is more red than green', 'This reptile has a low fertility score because it is more green than red', 'This reptile has a low fertility score because it is greener.\xa0', 'This reptile has an above fertility score because it it red. However, it has spots, so it is slightly above average.\xa0', 'This reptile has an average fertility score because it is green and has spots', 'This reptile has a medium fertility score because it is red and has spots.\xa0', 'This reptile must have a very high fertility score because it has one eye bigger than the other.\xa0', 'This reptile has a low fertilitiy score because it is green', 'This reptile is above average because it is redder and spotted.', 'The fertility rate must be lower because of the color', 'This reptile is below average on fertility because it is green.', 'This reptile has an above average fertility because it is red.']","['As a feedback, there is an error on a few of the sheets. When I clicked on the box, it moved to the next screen without me being able to provide an answer.\xa0']","[6.0, 9.0, 4.0, 9.0, 4.0, 1.0, 10.0, 6.0, 5.0, 5.0, 9.0, 4.0, 6.0, 1.0, 3.0, 7.0]",575.4117,"['Y_C', 'G_F', 'G_C', 'Y_F']","[5.0, 8.0, 6.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y']","['high', 'low', 'low', 'high']",20,"['G_F', 'Y_F', 'G_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'Y_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'G_C', 'Y_F']",0,color,feet,F,G,Y,C,Yes, Round,7.0,Yes, Red,7.0
